,MM_id,Brand,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory _Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price
1649,M_1649,APPLE,APPLE MacBook Pro MR932D/A-139754 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139754 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2457980,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)","SSD , 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3039,-"
1650,M_1650,APPLE,APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold,"APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold",2295559,0,"1,2 GHz Intel Dual-Core Core m3 Prozessor (Turbo Boost bis zu 3,0 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core m3,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1739,-"
1651,M_1651,APPLE,APPLE MacBook Pro MR962D/A-139935 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 1 TB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139935 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 1 TB SSD, Radeon Pro 555X, Silber",2458223,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3999,-"
1652,M_1652,APPLE,APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Gold,"APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB Flash, HD Graphics 615, Gold",2295306,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1979,-"
1653,M_1653,APPLE,APPLE MNYG2D / A MacBook, 12-inch notebook, Core i5 processor, 8 GB RAM, 512 GB SSD, HD Graphics 615, Space Gray,"APPLE MNYG2D / A MacBook, 12-inch notebook, Core i5 processor, 8 GB RAM, 512 GB SSD, HD Graphics 615, Space Gray",2284159,0,1.3GHz dual-core Intel Core i5 (Turbo Boost up to 3.2GHz) with 4MB L3 cache,OS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 7 9 9 , -"
1654,M_1654,APPLE,APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold,"APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold",2295550,0,"1,3 GHz Intel Dual-Core Core i5 Prozessor (Turbo Boost bis zu 3,2 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1859,-"
1655,M_1655,APPLE,APPLE MacBook Pro MR962D / A-139921 with international keyboard, notebook with 15.4 inch display, Core i7 processor,null, 2 TB SSD, Radeon Pro 555X, silver,"APPLE MacBook Pro MR962D / A-139921 with international keyboard, notebook with 15.4 inch display, Core i7 processor, 2 TB SSD, Radeon Pro 555X, silver",2458196,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 9 5 9 , -"
1656,M_1656,ASUS,ASUS ZenBook 13, Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, GeForce MX150, Royal Blue,"ASUS ZenBook 13, Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, GeForce MX150, Royal Blue",2486955,0,"Intel® Core? i7-8550U Prozessor (bis zu 4,00 GHz mit Intel® Turbo-Boost-Technik...","SSD , 256 GB",33.78 cm / 13.3 Zoll,1.920 x 1.080 Pixel,LPDDR3,Intel®,Core? i7,NVIDIA,"2x USB 3.0, 1x USB 3.1 Typ-C (Gen 2), 1x Kopfhörer-/Mikrofon Kombianschluss, 1x HDMI, 1x USB 3.1-Typ-C (Gen1)",802.11ac,4.2,310 mm x 13.9 mm x 216 mm / 1.12 kg,"1199,-"
1657,M_1657,HP,HP 840 G3, Ultrabook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber,"HP 840 G3, Ultrabook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Silber",2301983,0,Intel® Core ? i5-6200U processor (up to 2.80 GHz with Intel® Turbo Boost technology),Windows 7 Professional,35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,1.74 GB,nein,null,null,null,"1 5 6 9 , -"
1658,M_1658,APPLE,APPLE MacBook Pro MR972D/A mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 560X, Silber",2452054,0,2.6 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.3 GHz),"SSD, 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"2 8 7 9 , -"
1659,M_1659,APPLE,APPLE MacBook Pro MR932D/A-139832 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR932D/A-139832 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 560X, Space Grau",2458525,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7959,-"
1660,M_1660,APPLE,APPLE MacBook with international English keyboard, notebook with 12 inch display, Core m3 processor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold,"APPLE MacBook with international English keyboard, notebook with 12 inch display, Core m3 processor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold",2295565,0,"1,2 GHz Intel Dual-Core Core m3 Prozessor (Turbo Boost bis zu 3,0 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core m3,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1739,-"
1661,M_1661,APPLE,APPLE MacBook Pro MR962D/A-140032 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-140032 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 4 TB SSD, Radeon Pro 560X, Silber",2458541,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7959,-"
1663,M_1663,APPLE,APPLE MacBook Pro MR932D/A-139805 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR932D/A-139805 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 560X, Space Grau",2458501,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 1 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 6 3 9 , -"
1664,M_1664,APPLE,APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, Gold,"APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, Gold",2295584,0,"1,3 GHz Intel Dual-Core Core i5 Prozessor (Turbo Boost bis zu 3,2 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1619,-"
1665,M_1665,XMG,XMG A507 - M18, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 GB HDD, GeForce GTX 1050 Ti, Schwarz,"XMG A507 - M18, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 250 GB SSD, 1 GB HDD, GeForce GTX 1050 Ti, Schwarz",2412828,0,Intel® Core ? i7-8750H processor (up to 4.10 GHz with Intel® Turbo Boost technology),without operating system,39.6 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,NVIDIA®,"1x USB Typ-A 2.0, 1x USB Typ-A 3.0, 1x USB Typ-A 3.1 Gen2, 1x USB Typ-C 3.1 Gen2, 1x HDMI 1.4b (mit HDCP), 1x Mini-DisplayPort 1.2, 1x Mini-DisplayPort 1.4 (unterstützt G-SYNC-fähigen Monitor), 1x Kopfhörerausgang, 1x Mikrofoneingang, 1x RJ-45","802.11a/b/g/n/ac, 2,4 Ghz und 5 Ghz mit bis zu 1.73 Gbps",5,378 mm x 26.9 mm x 267 mm / 2.4 kg,"1 2 8 9 , -"
1666,M_1666,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber",2297807,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 7 4 9 , -"
1667,M_1667,APPLE,APPLE MacBook Pro MR932D/A-139695 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139695 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 555X, Space Grau",2457921,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 1 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 9 9 9 , -"
1668,M_1668,APPLE,APPLE MacBook Pro MR972D/A-140216 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140216 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 4 TB SSD, Radeon Pro 560X, Silber",2458683,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 9 5 9 , -"
1669,M_1669,APPLE,APPLE MacBook Pro with British keyboard, notebook with 13.3 inch display, Core i5 processor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Gray,"APPLE MacBook Pro with British keyboard, notebook with 13.3 inch display, Core i5 processor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Gray",2298259,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 9 9 , -"
1670,M_1670,APPLE,APPLE MacBook Pro MR962D/A-139898 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 256 GB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139898 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 256 GB SSD, Radeon Pro 555X, Silber",2458161,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3759,-"
1671,M_1671,APPLE,APPLE MacBook Pro MR932D/A-139779 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139779 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2458460,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 512 GB",39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 9 9 9 , -"
1672,M_1672,HP,HP 650 G3, Notebooks mit 15.6 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD-Grafik 620, Schwarz/Silber,"HP 650 G3, Notebooks mit 15.6 Zoll Display, Core? i5 Prozessor, 4 GB RAM, 500 GB HDD, HD-Grafik 620, Schwarz/Silber",2302195,0,Intel® Core ? i5-7200U processor (up to 3.10 GHz with Intel® Turbo Boost technology ...,"HDD, 500 GB, 7200 rpm. , SATA",39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core? i5,32 GB,DVD Brenner,null,null,null,"1159,-"
1673,M_1673,XMG,XMG A507 - M18vbm, Gaming Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 16 GB RAM, 1 GB HDD, GeForce GTX 1050 Ti, Schwarz,"XMG A507 - M18vbm, Gaming Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 16 GB RAM, 250 GB SSD, 1 GB HDD, GeForce GTX 1050 Ti, Schwarz",2412821,0,"Intel® Core? i5-8300H Prozessor (bis zu 4,00 GHz mit Intel® Turbo-Boost-Technik...",Windows 10 Home (64 Bit),39.6 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,NVIDIA®,"1x USB Typ-A 2.0, 1x USB Typ-A 3.0, 1x USB Typ-A 3.1 Gen2, 1x USB Typ-C 3.1 Gen2, 1x HDMI 1.4b (mit HDCP), 1x Mini-DisplayPort 1.2, 1x Mini-DisplayPort 1.4 (unterstützt G-SYNC-fähigen Monitor), 1x Kopfhörerausgang, 1x Mikrofoneingang, 1x RJ-45","802.11a/b/g/n/ac, 2,4 Ghz und 5 Ghz mit bis zu 1.73 Gbps",5,378 mm x 26.9 mm x 267 mm / 2.4 kg,"1209,-"
1674,M_1674,APPLE,APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Space Grey,"APPLE MacBook mit internationaler englischer Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Space Grey",2295924,0,1.2 GHz Intel Dual-Core Core m3 processor (Turbo Boost up to 3.0 GHz),macOS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core m3,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 7 3 9 , -"
1675,M_1675,APPLE,APPLE MPXT2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Grafik 640, Space Grey,"APPLE MPXT2D/A, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Grafik 640, Space Grey",2298243,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 7 9 , -"
1676,M_1676,APPLE,APPLE MacBook Pro MR932D/A-139762 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139762 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau",2457993,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)","SSD , 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7359,-"
1677,M_1677,APPLE,APPLE MacBook Air mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 128 GB SSD, HD Grafik 6015, Silber,"APPLE MacBook Air mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 128 GB SSD, HD Grafik 6015, Silber",2394992,0,2.2GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.2GHz),macOS Sierra,33.78 cm / 13.3 inches,2.2 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,ja,802.11 a/b/g/n/ac,ja,null,"1 2 7 9 , -"
1678,M_1678,MSI,MSI GP73 8RD-056DE Leopard, Gaming Notebook mit 17.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB HDD, GeForce® GTX 1050 Ti, Schwarz,"MSI GP73 8RD-056DE Leopard, Gaming Notebook mit 17.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB SSD, 1 TB HDD, GeForce® GTX 1050 Ti, Schwarz",2407985,0,Intel® Core ? i7-8750H,Windows 10 Home,43.9 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,Intel,Core i7,NVIDIA,"1x USB 3.1 Gen 1 Typ-C, 3x USB 3.1 Gen 1 Typ-A, 1x RJ-45, 1x HDMI, 1x Mini DisplayPort, 1x Mic-in, 1x Audio-out, 1x SPDIF",802.11ac/a/b/g/n,5,419 mm x 32 mm x 287 mm / 2.7 kg,"1 4 9 9 , -"
1679,M_1679,ASUS,ASUS S406UA-BM290T, Notebook mit 14 Zoll Display, Core? i3 Prozessor, 4 GB RAM, 256 GB SSD, Intel® UHD-Grafik 620, Starry Grey Metal Vertical hairline,"ASUS S406UA-BM290T, Notebook mit 14 Zoll Display, Core? i3 Prozessor, 4 GB RAM, 256 GB SSD, Intel® UHD-Grafik 620, Starry Grey Metal Vertical hairline",2479239,0,Intel® Core ? i3-8130U processor (up to 3.40 GHz with Intel® Turbo Boost technology),"SSD, 256 GB",35.56 cm / 14 inches,"1,920 x 1,080 pixels",LPDDR3,Intel®,Core? i3,Intel®,"1x USB 2.0, 1x USB 3.0, 1x USB 3.1 Typ-C, 1x HDMI",802.11 ac,4.2,328 mm x 14.8 mm x 226 mm / 1.2 kg,"5 9 9 , -"
1680,M_1680,APPLE,APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, Space Grey,"APPLE MacBook mit britischer Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, Space Grey",2295459,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"2219,-"
1681,M_1681,APPLE,APPLE MacBook Pro MR942D/A-140117 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 512 GB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140117 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 512 GB SSD, Radeon Pro 560X, Space Grau",2458099,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4119,-"
